,Assvie,Sexe,Age,Couple,Statmat,Nat,Dip,Occ,Work,Statpro,Herit,Pere,Mere,Gpp,Gpm,Evtgrav,Livep,Eplog,Epsal,Vmob,Livdf,Pel,Cel,Pep,Assdec,Retraite,Capi,Pea,Urbani,Zres,Nbenf,Logt,Terre,Dette,Detlog,Detvo
165,N,H,59,O,mar,fra,bepc,act,catA,priv,N,N,N,N,N,N,O,O,N,O,O,O,N,N,O,N,N,O,U6,idf,2,loc,N,O,N,N
166,N,F,58,O,mar,fra,bac+2,ina,catA,priv,N,O,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U6,idf,2,loc,N,O,N,N
167,N,F,72,N,veu,fra,bact,ret,catA,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,O,N,N,N,U6,idf,0,loc,N,O,N,N
168,N,F,56,O,mar,fra,bacg,act,,ind,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,O,N,N,U6,idf,3,prop,N,O,N,N
169,N,F,29,N,cel,fra,bac+2,act,emp,priv,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,O,N,N
170,N,H,21,N,cel,fra,,ina,,,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,O,N,N
171,O,F,40,N,cel,fra,bac+5,act,catA,priv,N,O,O,N,N,N,O,O,O,O,O,O,O,N,N,N,N,O,U6,idf,0,loc,N,O,N,N
172,N,F,67,N,cel,fra,sans,ret,catC,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
173,N,F,50,O,mar,fra,tec,ina,emp,priv,N,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,2,loc,N,N,N,N
174,N,H,32,N,cel,etr,bac+5,act,emp,priv,O,N,O,N,N,O,O,N,O,N,O,N,N,N,N,N,N,N,U6,idf,1,loc,N,O,N,N
175,N,H,22,N,cel,fra,bepc,act,emp,priv,N,O,O,O,O,O,O,O,O,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,O
176,N,H,29,O,mar,nat,bepc,ina,emp,priv,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
177,N,F,25,O,mar,etr,bacg,ina,,,N,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
178,N,F,63,N,veu,fra,bac+5,act,,ind,N,N,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
179,N,H,31,O,mar,fra,bac+5,act,catA,pub,O,O,O,O,N,O,O,O,N,O,O,N,O,N,O,N,N,N,U6,idf,0,prop,N,O,O,N
180,N,F,34,O,mar,fra,bac+5,act,catA,pub,O,O,O,N,N,O,O,O,N,O,O,O,O,N,O,N,N,O,U6,idf,0,prop,N,O,O,N
181,O,F,26,N,cel,fra,bac+5,act,catA,pub,N,O,O,O,O,O,O,O,O,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
182,O,H,80,O,mar,fra,cep,ret,,ind,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,2,prop,N,N,N,N
183,O,F,79,N,veu,fra,tec,ret,emp,priv,N,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,2,prop,N,N,N,N
184,N,F,28,O,cel,fra,bac+5,ina,Waut,priv,N,O,O,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
185,N,H,53,N,cel,fra,tec,act,catC,priv,N,N,N,N,N,O,O,O,O,O,O,O,N,N,N,N,N,O,U6,idf,0,prop,N,N,N,N
186,N,H,21,N,cel,fra,bac+5,ina,,,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
187,O,H,76,N,cel,fra,cep,ret,catA,priv,N,N,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U6,idf,0,prop,N,N,N,N
188,N,H,38,O,cel,fra,sans,act,emp,priv,O,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
189,N,F,32,O,div,etr,sans,act,emp,priv,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
190,N,F,47,N,div,nat,bac+5,act,catA,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,O,N,N,N,N,U6,idf,0,loc,N,N,N,N
191,N,H,34,O,cel,fra,bac+5,act,catA,pub,O,O,O,N,N,N,O,O,N,O,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
192,O,F,32,O,cel,fra,bac+5,act,catA,priv,N,O,O,N,O,O,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
193,N,H,73,N,cel,fra,bac+5,ret,catA,pub,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
194,N,H,29,O,mar,fra,tec,act,catC,priv,N,O,O,N,N,N,N,O,N,N,N,O,N,O,N,N,N,N,U6,idf,0,loc,N,N,N,N
195,N,F,35,O,mar,etr,sans,act,emp,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
196,N,F,38,O,mar,etr,bac+5,act,emp,priv,O,O,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
197,N,F,21,N,cel,fra,,act,catB,pub,N,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
198,N,H,23,N,cel,fra,bac+5,ina,,,O,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
199,O,F,55,N,cel,fra,bac+5,act,catA,pub,O,N,O,N,N,N,O,O,N,O,O,O,O,N,N,N,N,O,U6,idf,0,prop,N,O,O,N
200,N,F,21,N,cel,etr,bac+5,ina,,,N,O,O,N,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
201,O,H,55,N,cel,fra,tec,act,emp,priv,O,N,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
202,N,H,60,N,cel,etr,bac+5,act,emp,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
203,N,F,47,N,div,fra,bac+5,act,,ind,N,O,O,N,N,O,O,O,N,N,O,O,O,N,N,O,N,N,U6,idf,0,loc,N,O,N,O
204,N,F,74,O,mar,fra,bepc,ina,,,O,N,N,N,N,N,O,N,O,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
205,O,F,69,N,veu,fra,sans,ret,emp,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,5,loc,N,O,N,N
206,N,H,40,N,cel,fra,,act,emp,pub,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,5,loc,N,O,N,N
207,O,F,36,N,cel,fra,cep,act,emp,priv,O,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
208,N,H,53,O,mar,etr,sans,act,catC,priv,N,N,N,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U6,idf,0,prop,N,O,N,N
209,N,F,45,O,mar,etr,bepc,act,emp,priv,N,N,N,N,N,O,N,O,N,N,N,N,O,N,N,N,N,N,U6,idf,0,prop,N,O,N,N
210,N,F,36,O,mar,fra,bac+5,act,catB,pub,O,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,O,O,O,O
211,N,F,39,N,div,fra,bacg,act,catA,priv,N,O,O,N,N,O,O,O,O,N,O,O,O,N,N,N,N,N,U6,idf,0,prop,N,O,O,N
212,N,F,41,N,cel,fra,bac+5,act,catA,priv,O,O,O,N,N,O,O,O,N,N,O,O,N,O,N,N,N,N,U6,idf,0,prop,N,O,O,N
213,N,H,55,O,mar,fra,tec,act,catA,priv,O,O,O,N,N,O,N,O,N,N,N,O,O,N,N,O,N,N,U6,idf,0,loc,N,N,N,N
214,O,F,53,O,mar,fra,bac+2,act,catB,priv,O,O,O,N,N,O,N,O,N,N,N,O,O,N,N,O,N,N,U6,idf,0,loc,N,N,N,N
215,O,H,64,O,mar,fra,bac+5,ret,catA,priv,O,N,N,N,N,N,O,O,N,O,O,O,N,N,N,N,N,N,U6,idf,3,prop,N,O,O,N
216,O,F,56,N,div,fra,bac+2,act,,ind,N,N,N,N,N,N,O,O,O,O,O,O,N,O,N,N,N,O,U6,idf,0,loc,N,N,N,N
217,N,H,26,N,cel,fra,,act,catB,pub,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
218,O,H,70,O,mar,fra,cep,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
219,O,F,70,O,mar,fra,bepc,ret,emp,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
220,O,H,72,O,mar,fra,bac+5,ret,catA,pub,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,3,prop,O,O,O,N
221,N,F,48,O,mar,fra,bacg,act,emp,pub,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
222,O,F,72,O,mar,fra,cep,ret,emp,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,2,prop,N,N,N,N
223,N,H,63,N,div,fra,sans,act,,ind,N,N,O,N,N,N,O,O,N,O,O,O,O,N,N,O,N,O,U6,idf,2,prop,N,O,N,N
224,N,H,71,O,mar,fra,bac+5,ret,catA,pub,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,1,prop,N,O,N,N
225,N,F,52,O,mar,fra,bac+5,act,catA,pub,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,1,prop,N,O,N,N
226,N,F,48,N,cel,nat,bac+2,act,catC,priv,N,O,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
227,N,F,56,O,mar,fra,bac+5,act,catA,pub,N,N,O,N,N,O,N,N,N,N,N,N,N,N,O,N,N,N,U6,idf,2,prop,N,N,N,N
228,O,F,69,N,cel,fra,bac+5,ret,emp,pub,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,0,prop,N,N,N,N
229,O,H,47,O,mar,fra,bac+5,act,catA,priv,O,N,O,N,N,O,O,O,O,O,O,O,O,N,N,N,N,O,U6,idf,0,loc,N,N,N,N
230,O,F,45,O,mar,fra,bac+5,act,catA,pub,N,O,O,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U6,idf,0,loc,N,N,N,N
231,N,H,30,N,cel,fra,,act,catA,priv,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,2,loc,N,N,N,N
232,N,H,36,N,cel,fra,bac+5,act,,ind,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,O,N,N,U6,idf,0,prop,N,N,N,N
233,N,F,35,N,div,fra,bac+5,ina,,ind,O,O,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
234,O,F,58,N,cel,fra,bac+5,ina,catA,priv,O,O,O,N,N,O,O,O,O,O,O,O,O,N,N,N,N,O,U6,idf,0,prop,N,O,N,N
235,N,H,22,O,cel,fra,bac+2,act,catC,priv,N,O,O,O,O,N,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
236,N,F,23,O,cel,fra,bac+2,ina,,,N,O,O,O,O,O,O,O,N,N,O,O,O,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
237,N,F,56,N,cel,fra,bac+5,act,catA,priv,O,N,O,N,N,O,O,O,O,O,O,O,O,O,N,N,N,O,U6,idf,0,prop,N,O,O,N
238,N,F,77,N,div,fra,bepc,ret,,ind,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,2,loc,N,N,N,N
239,N,F,27,N,cel,fra,bac+2,act,emp,priv,O,O,O,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U6,idf,0,prop,N,O,O,N
240,N,H,87,O,mar,fra,bac+5,ret,catA,priv,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,4,prop,O,N,N,N
241,N,F,80,O,mar,fra,tec,ret,catA,priv,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,4,prop,O,N,N,N
242,N,F,85,N,veu,fra,cep,ret,emp,pub,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,4,loc,N,N,N,N
243,O,H,62,O,div,fra,bac+5,act,catA,pub,O,N,O,N,N,O,O,O,N,N,O,O,O,O,N,O,N,N,U6,idf,3,loc,N,N,N,N
244,O,F,63,O,div,fra,bac+5,ret,catA,priv,O,N,N,N,N,O,O,O,N,N,O,O,O,N,N,N,N,N,U6,idf,3,loc,N,N,N,N
245,N,H,45,O,mar,nat,bepc,act,emp,priv,N,N,O,N,N,N,N,N,N,O,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
246,O,H,30,O,mar,fra,bac+5,act,catA,priv,N,O,O,O,O,O,O,O,O,N,O,O,O,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
247,O,F,34,O,mar,nat,bac+5,act,catA,priv,N,O,O,N,N,O,O,O,N,N,O,O,O,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
248,N,H,31,O,mar,fra,bac+5,act,catA,priv,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
249,N,F,30,O,mar,fra,bac+5,act,catA,priv,N,N,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
250,O,H,42,O,mar,fra,bac+5,act,,ind,N,O,O,N,N,O,N,N,N,O,N,N,N,N,O,N,N,O,U6,idf,0,prop,N,O,O,N
251,O,F,38,O,mar,fra,sans,act,emp,priv,O,O,O,N,N,O,N,N,N,O,N,N,N,N,N,N,N,O,U6,idf,0,prop,N,O,O,N
252,O,H,28,N,cel,etr,bac+5,act,catA,priv,N,O,O,O,O,O,O,O,O,O,O,O,N,O,N,N,N,O,U6,idf,0,loc,N,N,N,N
253,N,F,80,N,veu,etr,,ret,emp,priv,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,4,loc,N,N,N,N
254,N,F,81,N,veu,fra,sans,ret,emp,pub,O,N,N,N,N,O,N,O,N,N,N,N,O,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
255,N,F,76,N,div,nat,sans,ret,emp,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,3,loc,N,N,N,N
256,N,F,30,N,cel,fra,tec,act,catC,pub,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,O
257,N,F,82,N,cel,fra,sans,ret,emp,priv,N,N,N,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
258,N,F,54,N,div,fra,bac+2,act,catA,pub,O,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
259,N,H,27,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
260,N,H,23,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
261,O,F,34,N,cel,fra,bac+5,act,,ind,N,N,O,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
262,N,F,65,O,mar,fra,bac+2,ret,catA,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,3,prop,N,O,O,N
263,O,H,47,O,mar,fra,bac+5,act,Waut,priv,O,O,O,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U6,idf,0,prop,N,N,N,N
264,N,F,47,O,mar,fra,bac+5,act,,ind,O,N,N,N,N,N,O,O,N,O,O,O,O,N,N,N,N,O,U6,idf,0,prop,N,N,N,N
265,O,F,58,N,cel,fra,bac+5,ina,catA,priv,O,N,N,N,N,O,O,O,N,O,O,N,O,N,N,N,N,O,U6,idf,0,prop,N,N,N,N
266,O,H,68,O,mar,fra,bac+5,ret,catA,pub,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
267,O,F,59,O,mar,fra,tec,act,emp,priv,N,O,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
268,N,H,85,O,mar,fra,bac+5,ret,catA,pub,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,2,prop,O,N,N,N
269,N,F,86,O,mar,fra,bac+5,ret,catA,pub,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,2,prop,O,N,N,N
270,O,F,71,N,veu,fra,bepc,ret,emp,priv,O,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,1,prop,N,N,N,N
271,N,F,51,N,div,fra,bac+5,ina,catA,priv,N,N,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
272,N,H,36,N,cel,fra,bac+5,act,,ind,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
273,N,H,26,N,cel,fra,bac+5,act,catA,priv,N,O,O,N,O,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
274,N,H,27,O,cel,etr,bac+5,ina,emp,priv,O,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
275,N,F,26,N,cel,fra,,ina,,,N,,,,,,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
276,N,H,33,O,mar,fra,bac+5,act,catA,priv,N,O,O,O,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U6,idf,0,loc,N,N,N,N
277,N,F,33,O,mar,fra,bac+5,ina,catA,pub,N,O,O,O,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,0,loc,N,N,N,N
278,O,F,71,N,div,nat,bac+5,ret,catA,pub,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,1,prop,N,N,N,N
279,O,H,41,N,cel,fra,bac+5,act,emp,priv,O,N,N,N,N,N,O,N,O,O,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,N
280,O,F,68,O,mar,fra,bac+2,ret,catA,pub,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
281,O,H,67,O,mar,fra,bac+2,ret,catA,priv,O,N,O,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U6,idf,1,prop,N,O,O,N
282,N,H,53,O,mar,fra,bac+5,act,catA,priv,N,N,O,N,N,O,O,O,N,N,O,N,O,N,N,N,N,N,U6,idf,2,prop,N,O,O,N
283,O,H,56,O,mar,fra,bac+2,act,catA,priv,O,N,N,N,N,O,O,O,O,N,O,O,O,O,N,N,N,N,U6,idf,0,prop,N,O,O,N
284,O,F,50,O,mar,fra,bacg,act,catA,priv,O,N,N,N,N,O,O,O,N,N,O,O,O,O,N,N,N,N,U6,idf,0,prop,N,O,O,N
285,N,F,24,N,cel,fra,,act,emp,priv,N,,,,,,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,O,O,N
286,N,H,22,N,cel,fra,,act,catC,priv,N,,,,,,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,prop,N,O,O,N
287,O,H,37,O,mar,fra,bac+5,act,catA,priv,O,O,O,N,N,O,O,N,O,O,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
288,O,H,53,N,cel,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,O,O,N,N,N,O,O,N,O,N,N,U6,idf,0,prop,N,O,N,N
289,N,F,84,N,cel,fra,bepc,ret,emp,priv,O,N,N,N,N,O,O,O,N,O,O,O,N,N,N,N,N,O,U6,idf,0,loc,N,N,N,N
290,N,F,37,O,mar,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,O,N,O,O,O,O,N,N,N,N,N,U6,idf,0,prop,N,O,O,N
291,O,F,69,N,cel,fra,bac+5,ret,catA,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,O,N,N,N
292,N,H,23,O,mar,fra,bac+5,ina,,,N,O,O,O,O,O,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,0,loc,N,N,N,N
293,O,H,78,O,mar,fra,bac+2,ret,catA,priv,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,2,prop,N,N,N,N
294,O,F,79,O,mar,fra,bact,ret,emp,priv,O,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,2,prop,N,N,N,N
295,N,H,75,O,mar,fra,bacg,ret,catA,priv,O,N,N,N,N,N,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,0,prop,O,N,N,N
296,O,F,71,O,mar,fra,bacg,ina,emp,priv,O,N,N,N,N,O,O,N,N,O,O,N,N,O,N,N,N,O,U6,idf,0,prop,O,N,N,N
297,N,H,50,O,mar,fra,bac+5,act,catA,pub,O,N,O,N,N,O,O,O,N,N,O,O,N,N,O,O,N,N,U6,idf,2,loc,N,N,N,N
298,N,F,48,O,mar,fra,bacg,ina,,,N,N,O,N,N,N,O,O,N,N,O,O,N,N,O,N,N,N,U6,idf,2,loc,N,N,N,N
299,N,H,26,O,mar,fra,bac+5,act,catA,priv,O,O,O,O,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,loc,O,N,N,N
300,N,F,26,O,mar,fra,bac+5,act,catA,priv,O,O,N,N,O,O,O,N,N,O,O,N,N,N,N,N,N,N,U6,idf,0,loc,O,N,N,N
301,O,F,36,O,cel,fra,bac+2,act,catA,priv,N,O,O,N,O,O,O,O,O,O,O,O,N,O,N,N,N,O,U6,idf,1,loc,N,N,N,N
302,O,F,71,N,div,fra,bact,ret,catA,priv,N,N,N,N,N,N,O,O,O,O,O,O,O,N,N,O,N,O,U6,idf,2,prop,N,O,N,N
303,N,H,29,N,cel,fra,bac+5,act,Waut,priv,N,O,O,N,N,O,N,N,N,O,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
304,N,F,44,N,div,fra,bepc,act,emp,priv,O,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,U6,idf,0,prop,N,O,O,N
305,N,F,61,N,div,fra,bac+5,act,catA,pub,O,N,N,N,N,N,N,O,N,N,N,O,O,N,N,N,N,N,U6,idf,0,loc,O,N,N,N
306,N,F,44,O,div,fra,bepc,act,emp,priv,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,2,loc,N,N,N,N
307,O,F,76,N,cel,fra,bac+2,ret,catB,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
308,N,H,30,O,cel,fra,bac+5,act,,ind,N,O,O,N,N,O,O,O,N,O,O,O,O,N,N,N,N,O,U6,idf,0,loc,N,O,N,O
309,N,F,27,O,cel,fra,bac+5,act,,ind,O,O,O,N,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,O,N,O
310,O,H,28,N,cel,fra,bac+5,act,catA,priv,O,N,O,N,O,N,O,O,O,O,O,O,O,N,N,N,N,O,U6,idf,0,loc,N,N,N,N
311,O,H,78,N,veu,fra,bac+5,ret,catA,pub,N,N,N,N,N,O,O,N,N,O,O,N,N,N,N,N,N,O,U6,idf,2,prop,N,N,N,N
312,N,H,33,N,cel,fra,bac+5,act,catA,priv,N,O,O,N,N,O,O,N,O,O,O,N,N,N,N,N,N,O,U6,idf,0,prop,N,O,O,O
313,O,F,78,N,veu,fra,sans,ret,emp,priv,N,N,N,N,N,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,1,prop,N,N,N,N
314,O,H,50,O,mar,etr,sans,ina,emp,priv,N,O,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
315,N,F,36,O,mar,etr,sans,ina,,,N,N,N,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
316,N,F,80,N,veu,fra,sans,ret,catC,priv,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
317,N,H,27,N,cel,fra,,ina,,,N,,,,,,N,O,N,N,N,O,N,N,N,N,N,N,U6,idf,1,prop,N,N,N,N
318,O,F,75,O,mar,fra,bac+5,ret,,ind,O,N,N,N,N,N,N,N,N,O,N,N,N,N,N,N,N,O,U6,idf,3,loc,N,N,N,N
319,N,F,71,N,cel,fra,sans,ret,emp,priv,O,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
320,N,F,86,N,veu,fra,bac+2,ret,catA,priv,N,N,N,N,N,N,O,O,N,O,O,O,N,N,N,N,N,N,U6,idf,1,prop,N,N,N,N
321,N,F,31,N,cel,fra,bac+5,ina,catC,priv,N,O,O,N,O,O,N,O,O,N,N,O,O,N,N,N,N,N,U6,idf,0,prop,N,O,O,N
322,O,H,26,O,cel,fra,tec,ina,catB,priv,N,O,O,O,O,N,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
323,N,H,35,O,cel,fra,bac+5,ina,catA,priv,N,O,O,O,O,N,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
324,N,F,30,O,cel,fra,bac+2,act,catA,priv,N,O,O,N,N,O,N,N,N,N,N,N,N,N,N,N,N,N,U6,idf,0,prop,N,N,N,N
325,O,F,29,N,cel,etr,,act,catA,priv,N,O,O,O,N,O,N,O,N,N,N,N,O,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
326,N,F,30,N,cel,fra,bac+5,act,catA,priv,N,,,,,,O,O,N,N,O,N,O,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
327,N,H,23,N,cel,fra,bac+5,ina,,,N,O,O,O,O,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,0,loc,N,N,N,N
328,O,F,52,O,mar,fra,bac+5,act,catA,priv,N,N,O,N,N,O,O,O,O,O,O,O,N,N,N,O,N,O,U6,idf,0,loc,N,N,N,N
329,N,F,46,N,div,fra,cep,act,emp,priv,N,N,O,N,N,N,O,O,O,O,O,O,N,N,N,N,N,O,U6,idf,2,loc,N,O,N,N
330,N,F,75,N,div,fra,bacg,ret,catC,priv,N,N,N,N,N,O,O,N,N,N,O,N,N,N,N,N,N,N,U6,idf,1,loc,N,N,N,N
331,N,H,34,O,cel,fra,bac+2,act,catA,pub,N,O,O,N,N,O,O,N,N,N,O,N,N,N,N,O,N,N,U6,idf,0,prop,N,O,O,N
